subject	who	net	comparison	value
0	model	4	1	0.0
1	model	4	1	0.0
2	model	4	1	0.0
3	model	4	1	0.0
4	model	4	1	0.0
5	model	4	1	0.0
6	model	4	1	0.0
7	model	4	1	0.0
8	model	4	1	0.0
9	model	4	1	0.0
10	model	4	1	0.0
11	model	4	1	0.0
12	model	4	1	0.0
13	model	4	1	0.0
14	model	4	1	0.0
15	model	4	1	0.0
16	model	4	1	0.0
17	model	4	1	0.0
18	model	4	1	0.0
19	model	4	1	0.0
20	model	4	1	0.0
21	model	4	1	0.0
22	model	4	1	0.0
23	model	4	1	0.0
24	model	4	1	0.0
0	model	4	0.5	-0.013791489001213297
1	model	4	0.5	-0.020478012981611338
2	model	4	0.5	-0.04850381282027483
3	model	4	0.5	-0.0722553740431836
4	model	4	0.5	-0.04531734361653872
5	model	4	0.5	-0.027559410619256597
6	model	4	0.5	-0.025398786587499167
7	model	4	0.5	-0.042003502425054684
8	model	4	0.5	-0.0392893347270431
9	model	4	0.5	-0.013913599289683276
10	model	4	0.5	-0.062287843687798605
11	model	4	0.5	-0.021526220727390744
12	model	4	0.5	-0.05933414125627512
13	model	4	0.5	-0.03360812004527591
14	model	4	0.5	-0.029025043091289504
15	model	4	0.5	-0.05309687531924867
16	model	4	0.5	-0.028095311686479163
17	model	4	0.5	-0.018557358876793217
18	model	4	0.5	-0.06517022100394576
19	model	4	0.5	-0.02436415830221128
20	model	4	0.5	-0.048508393152042695
21	model	4	0.5	-0.06509615448567474
22	model	4	0.5	-0.011369745861927849
23	model	4	0.5	-0.04117456200319147
24	model	4	0.5	-0.011043779897949912
0	model	4	0.4	-0.0145131482416756
1	model	4	0.4	-0.03943423432313631
2	model	4	0.4	-0.07614348450612796
3	model	4	0.4	-0.10524094499133341
4	model	4	0.4	-0.06645974611397854
5	model	4	0.4	-0.04629251602944573
6	model	4	0.4	-0.0423032919397055
7	model	4	0.4	-0.05999611612222522
8	model	4	0.4	-0.052020498389837244
9	model	4	0.4	-0.02017912477480488
10	model	4	0.4	-0.08443698076389172
11	model	4	0.4	-0.05685608958535571
12	model	4	0.4	-0.06873330611690731
13	model	4	0.4	-0.03991474761785185
14	model	4	0.4	-0.04706353576904765
15	model	4	0.4	-0.07777608796925028
16	model	4	0.4	-0.03538007998697923
17	model	4	0.4	-0.03243680246699454
18	model	4	0.4	-0.08160158958056973
19	model	4	0.4	-0.028261032802898267
20	model	4	0.4	-0.08556218976189556
21	model	4	0.4	-0.09106442528715186
22	model	4	0.4	-0.03407547914929443
23	model	4	0.4	-0.04868387666769036
24	model	4	0.4	-0.026612095349046183
0	model	4	0.1	-0.12180266204587809
1	model	4	0.1	-0.16691931432997464
2	model	4	0.1	-0.3269660804239588
3	model	4	0.1	-0.32093304206788975
4	model	4	0.1	-0.2604307167975136
5	model	4	0.1	-0.21715148817676844
6	model	4	0.1	-0.2873386956896683
7	model	4	0.1	-0.23946564949370386
8	model	4	0.1	-0.24450375039097616
9	model	4	0.1	-0.17555333365393955
10	model	4	0.1	-0.3554366572018919
11	model	4	0.1	-0.26936395599786234
12	model	4	0.1	-0.2851866230570067
13	model	4	0.1	-0.1775977127791868
14	model	4	0.1	-0.229328223007086
15	model	4	0.1	-0.35016189561499744
16	model	4	0.1	-0.22293352960371848
17	model	4	0.1	-0.1898739537322871
18	model	4	0.1	-0.29655323425420943
19	model	4	0.1	-0.16240306107303282
20	model	4	0.1	-0.3199506868591595
21	model	4	0.1	-0.4610636938779449
22	model	4	0.1	-0.15889597286121226
23	model	4	0.1	-0.3117639812060705
24	model	4	0.1	-0.19367611981119548
0	model	4	0.05	-0.2642798735203118
1	model	4	0.05	-0.2820435533695631
2	model	4	0.05	-0.4633047437141672
3	model	4	0.05	-0.41127211309364786
4	model	4	0.05	-0.3704059000827977
5	model	4	0.05	-0.37157240529810487
6	model	4	0.05	-0.5285533571855134
7	model	4	0.05	-0.3903023837012396
8	model	4	0.05	-0.46421610151273807
9	model	4	0.05	-0.3659251397949044
10	model	4	0.05	-0.5063613732575347
11	model	4	0.05	-0.4353937818263365
12	model	4	0.05	-0.4397918232160012
13	model	4	0.05	-0.30555662664108485
14	model	4	0.05	-0.37364860208791306
15	model	4	0.05	-0.5580044388222338
16	model	4	0.05	-0.45429334916184916
17	model	4	0.05	-0.3943895236547095
18	model	4	0.05	-0.39857385447071425
19	model	4	0.05	-0.23558890231836582
20	model	4	0.05	-0.4206981522688503
21	model	4	0.05	-0.6137120491281083
22	model	4	0.05	-0.29786686476680535
23	model	4	0.05	-0.5673355266585519
24	model	4	0.05	-0.43052175741043675
